yearindex,topicindex,year,topic,category,radius,count,countall,color
67,1548,2013,Education,Education,6,60,226,#f4e192
68,1549,2013,Education,Education,6,60,226,#f4e192
69,1550,2013,Education,Education,6,60,226,#f4e192
70,1551,2013,Education,Education,6,60,226,#f4e192
71,1552,2013,Education,Education,6,60,226,#f4e192
72,1553,2013,Education,Education,6,60,226,#f4e192
73,1554,2013,Education,Education,6,60,226,#f4e192
74,1555,2013,Education,Education,6,60,226,#f4e192
75,1556,2013,Education,Education,6,60,226,#f4e192
76,1557,2013,Education,Education,6,60,226,#f4e192
77,1558,2013,Education,Education,6,60,226,#f4e192
78,1559,2013,Education,Education,6,60,226,#f4e192
79,1560,2013,Education,Education,6,60,226,#f4e192
80,1561,2013,Education,Education,6,60,226,#f4e192
81,1562,2013,Education,Education,6,60,226,#f4e192
82,1563,2013,Education,Education,6,60,226,#f4e192
83,1564,2013,Education,Education,6,60,226,#f4e192
84,1565,2013,Education,Education,6,60,226,#f4e192
85,1566,2013,Education,Education,6,60,226,#f4e192
86,1567,2013,Education,Education,6,60,226,#f4e192
87,1568,2013,Education,Education,6,60,226,#f4e192
88,1569,2013,Education,Education,6,60,226,#f4e192
89,1570,2013,Education,Education,6,60,226,#f4e192
90,1571,2013,Education,Education,6,60,226,#f4e192
91,1572,2013,Education,Education,6,60,226,#f4e192
92,1573,2013,Education,Education,6,60,226,#f4e192
93,1574,2013,Education,Education,6,60,226,#f4e192
94,1575,2013,Education,Education,6,60,226,#f4e192
95,1318,2013,Election,Election,6,170,194,#d9e793
96,1319,2013,Election,Election,6,170,194,#d9e793
97,1320,2013,Election,Election,6,170,194,#d9e793
98,1321,2013,Election,Election,6,170,194,#d9e793
99,1322,2013,Election,Election,6,170,194,#d9e793
100,1323,2013,Election,Election,6,170,194,#d9e793
101,1324,2013,Election,Election,6,170,194,#d9e793
102,1325,2013,Election,Election,6,170,194,#d9e793
103,1326,2013,Election,Election,6,170,194,#d9e793
104,1327,2013,Election,Election,6,170,194,#d9e793
105,1328,2013,Election,Election,6,170,194,#d9e793
106,1329,2013,Election,Election,6,170,194,#d9e793
107,1330,2013,Election,Election,6,170,194,#d9e793
108,1331,2013,Election,Election,6,170,194,#d9e793
109,1332,2013,Election,Election,6,170,194,#d9e793
110,1333,2013,Election,Election,6,170,194,#d9e793
111,1334,2013,Election,Election,6,170,194,#d9e793
112,1335,2013,Election,Election,6,170,194,#d9e793
113,1336,2013,Election,Election,6,170,194,#d9e793
114,1337,2013,Election,Election,6,170,194,#d9e793
115,1338,2013,Election,Election,6,170,194,#d9e793
116,1339,2013,Election,Election,6,170,194,#d9e793
117,1340,2013,Election,Election,6,170,194,#d9e793
118,1341,2013,Election,Election,6,170,194,#d9e793
119,1342,2013,Election,Election,6,170,194,#d9e793
120,1343,2013,Election,Election,6,170,194,#d9e793
121,1344,2013,Election,Election,6,170,194,#d9e793
122,1345,2013,Election,Election,6,170,194,#d9e793
123,1346,2013,Election,Election,6,170,194,#d9e793
124,1347,2013,Election,Election,6,170,194,#d9e793
125,1348,2013,Election,Election,6,170,194,#d9e793
126,1349,2013,Election,Election,6,170,194,#d9e793
127,1350,2013,Election,Election,6,170,194,#d9e793
128,1351,2013,Election,Election,6,170,194,#d9e793
129,1352,2013,Election,Election,6,170,194,#d9e793
130,1353,2013,Election,Election,6,170,194,#d9e793
131,1354,2013,Election,Election,6,170,194,#d9e793
132,1355,2013,Election,Election,6,170,194,#d9e793
133,1356,2013,Election,Election,6,170,194,#d9e793
134,1357,2013,Election,Election,6,170,194,#d9e793
135,1358,2013,Election,Election,6,170,194,#d9e793
136,1359,2013,Election,Election,6,170,194,#d9e793
137,1360,2013,Election,Election,6,170,194,#d9e793
138,1361,2013,Election,Election,6,170,194,#d9e793
139,1362,2013,Election,Election,6,170,194,#d9e793
140,1363,2013,Election,Election,6,170,194,#d9e793
141,1364,2013,Election,Election,6,170,194,#d9e793
142,1365,2013,Election,Election,6,170,194,#d9e793
143,1366,2013,Election,Election,6,170,194,#d9e793
144,1367,2013,Election,Election,6,170,194,#d9e793
145,1368,2013,Election,Election,6,170,194,#d9e793
146,1369,2013,Election,Election,6,170,194,#d9e793
147,1370,2013,Election,Election,6,170,194,#d9e793
148,1371,2013,Election,Election,6,170,194,#d9e793
149,1372,2013,Election,Election,6,170,194,#d9e793
150,1373,2013,Election,Election,6,170,194,#d9e793
151,1374,2013,Election,Election,6,170,194,#d9e793
152,1375,2013,Election,Election,6,170,194,#d9e793
153,1376,2013,Election,Election,6,170,194,#d9e793
154,1377,2013,Election,Election,6,170,194,#d9e793
155,1378,2013,Election,Election,6,170,194,#d9e793
156,1379,2013,Election,Election,6,170,194,#d9e793
157,1380,2013,Election,Election,6,170,194,#d9e793
158,1381,2013,Election,Election,6,170,194,#d9e793
159,1382,2013,Election,Election,6,170,194,#d9e793
160,1383,2013,Election,Election,6,170,194,#d9e793
161,1384,2013,Election,Election,6,170,194,#d9e793
162,1385,2013,Election,Election,6,170,194,#d9e793
163,1386,2013,Election,Election,6,170,194,#d9e793
164,1387,2013,Election,Election,6,170,194,#d9e793
165,1388,2013,Election,Election,6,170,194,#d9e793
166,1389,2013,Election,Election,6,170,194,#d9e793
167,1390,2013,Election,Election,6,170,194,#d9e793
168,1391,2013,Election,Election,6,170,194,#d9e793
169,1392,2013,Election,Election,6,170,194,#d9e793
170,1393,2013,Election,Election,6,170,194,#d9e793
171,1394,2013,Election,Election,6,170,194,#d9e793
172,1395,2013,Election,Election,6,170,194,#d9e793
173,1396,2013,Election,Election,6,170,194,#d9e793
174,1397,2013,Election,Election,6,170,194,#d9e793
175,1398,2013,Election,Election,6,170,194,#d9e793
176,1399,2013,Election,Election,6,170,194,#d9e793
177,1400,2013,Election,Election,6,170,194,#d9e793
178,1401,2013,Election,Election,6,170,194,#d9e793
179,1402,2013,Election,Election,6,170,194,#d9e793
180,1403,2013,Election,Election,6,170,194,#d9e793
181,1404,2013,Election,Election,6,170,194,#d9e793
182,1405,2013,Election,Election,6,170,194,#d9e793
183,1406,2013,Election,Election,6,170,194,#d9e793
184,1407,2013,Election,Election,6,170,194,#d9e793
185,1408,2013,Election,Election,6,170,194,#d9e793
186,1409,2013,Election,Election,6,170,194,#d9e793
187,1410,2013,Election,Election,6,170,194,#d9e793
188,1411,2013,Election,Election,6,170,194,#d9e793
189,1412,2013,Election,Election,6,170,194,#d9e793
190,1413,2013,Election,Election,6,170,194,#d9e793
191,1414,2013,Election,Election,6,170,194,#d9e793
192,1415,2013,Election,Election,6,170,194,#d9e793
193,1416,2013,Election,Election,6,170,194,#d9e793
194,1417,2013,Election,Election,6,170,194,#d9e793
195,1418,2013,Election,Election,6,170,194,#d9e793
196,1419,2013,Election,Election,6,170,194,#d9e793
197,1420,2013,Election,Election,6,170,194,#d9e793
198,1421,2013,Election,Election,6,170,194,#d9e793
199,1422,2013,Election,Election,6,170,194,#d9e793
200,1423,2013,Election,Election,6,170,194,#d9e793
201,1424,2013,Election,Election,6,170,194,#d9e793
202,1425,2013,Election,Election,6,170,194,#d9e793
203,1426,2013,Election,Election,6,170,194,#d9e793
204,1427,2013,Election,Election,6,170,194,#d9e793
205,1428,2013,Election,Election,6,170,194,#d9e793
206,1429,2013,Election,Election,6,170,194,#d9e793
207,1430,2013,Election,Election,6,170,194,#d9e793
208,1431,2013,Election,Election,6,170,194,#d9e793
209,1432,2013,Election,Election,6,170,194,#d9e793
210,1433,2013,Election,Election,6,170,194,#d9e793
211,1434,2013,Election,Election,6,170,194,#d9e793
212,1435,2013,Election,Election,6,170,194,#d9e793
213,1436,2013,Election,Election,6,170,194,#d9e793
214,1437,2013,Election,Election,6,170,194,#d9e793
215,1438,2013,Election,Election,6,170,194,#d9e793
216,1439,2013,Election,Election,6,170,194,#d9e793
217,1440,2013,Election,Election,6,170,194,#d9e793
218,1441,2013,Election,Election,6,170,194,#d9e793
219,1442,2013,Election,Election,6,170,194,#d9e793
220,1443,2013,Election,Election,6,170,194,#d9e793
221,1444,2013,Election,Election,6,170,194,#d9e793
222,1445,2013,Election,Election,6,170,194,#d9e793
223,1446,2013,Election,Election,6,170,194,#d9e793
224,1447,2013,Election,Election,6,170,194,#d9e793
225,1448,2013,Election,Election,6,170,194,#d9e793
226,1449,2013,Election,Election,6,170,194,#d9e793
227,1450,2013,Election,Election,6,170,194,#d9e793
228,1451,2013,Election,Election,6,170,194,#d9e793
229,1452,2013,Election,Election,6,170,194,#d9e793
230,1453,2013,Election,Election,6,170,194,#d9e793
231,1454,2013,Election,Election,6,170,194,#d9e793
232,1455,2013,Election,Election,6,170,194,#d9e793
233,1456,2013,Election,Election,6,170,194,#d9e793
234,1457,2013,Election,Election,6,170,194,#d9e793
235,1458,2013,Election,Election,6,170,194,#d9e793
236,1459,2013,Election,Election,6,170,194,#d9e793
237,1460,2013,Election,Election,6,170,194,#d9e793
238,1461,2013,Election,Election,6,170,194,#d9e793
239,1462,2013,Election,Election,6,170,194,#d9e793
240,1463,2013,Election,Election,6,170,194,#d9e793
241,1464,2013,Election,Election,6,170,194,#d9e793
242,1465,2013,Election,Election,6,170,194,#d9e793
243,1466,2013,Election,Election,6,170,194,#d9e793
244,1467,2013,Election,Election,6,170,194,#d9e793
245,1468,2013,Election,Election,6,170,194,#d9e793
246,1469,2013,Election,Election,6,170,194,#d9e793
247,1470,2013,Election,Election,6,170,194,#d9e793
248,1471,2013,Election,Election,6,170,194,#d9e793
249,1472,2013,Election,Election,6,170,194,#d9e793
250,1473,2013,Election,Election,6,170,194,#d9e793
251,1474,2013,Election,Election,6,170,194,#d9e793
252,1475,2013,Election,Election,6,170,194,#d9e793
253,1476,2013,Election,Election,6,170,194,#d9e793
254,1477,2013,Election,Election,6,170,194,#d9e793
255,1478,2013,Election,Election,6,170,194,#d9e793
256,1479,2013,Election,Election,6,170,194,#d9e793
257,1480,2013,Election,Election,6,170,194,#d9e793
258,1481,2013,Election,Election,6,170,194,#d9e793
259,1482,2013,Election,Election,6,170,194,#d9e793
260,1483,2013,Election,Election,6,170,194,#d9e793
261,1484,2013,Election,Election,6,170,194,#d9e793
262,1485,2013,Election,Election,6,170,194,#d9e793
263,1486,2013,Election,Election,6,170,194,#d9e793
264,1487,2013,Election,Election,6,170,194,#d9e793
265,1744,2014,yearblank,yearblank,0,0,0,#ffffff
266,1745,2014,yearblank,yearblank,0,0,99999,#ffffff
267,753,2014,Real Estate,Housing,6,24,76,#ff91a2
268,754,2014,Real Estate,Housing,6,24,76,#ff91a2
269,755,2014,Real Estate,Housing,6,24,76,#ff91a2
270,756,2014,Real Estate,Housing,6,24,76,#ff91a2
271,757,2014,Real Estate,Housing,6,24,76,#ff91a2
272,758,2014,Real Estate,Housing,6,24,76,#ff91a2
273,759,2014,Real Estate,Housing,6,24,76,#ff91a2
274,760,2014,Real Estate,Housing,6,24,76,#ff91a2
275,761,2014,Real Estate,Housing,6,24,76,#ff91a2
276,762,2014,Real Estate,Housing,6,24,76,#ff91a2
277,763,2014,Real Estate,Housing,6,24,76,#ff91a2
278,764,2014,Real Estate,Housing,6,24,76,#ff91a2
279,765,2014,Real Estate,Housing,6,24,76,#ff91a2
280,766,2014,Real Estate,Housing,6,24,76,#ff91a2
281,767,2014,Real Estate,Housing,6,24,76,#ff91a2
282,768,2014,Real Estate,Housing,6,24,76,#ff91a2
283,769,2014,Real Estate,Housing,6,24,76,#ff91a2
284,770,2014,Real Estate,Housing,6,24,76,#ff91a2
285,771,2014,Real Estate,Housing,6,24,76,#ff91a2
286,772,2014,Real Estate,Housing,6,24,76,#ff91a2
287,773,2014,Real Estate,Housing,6,24,76,#ff91a2
288,774,2014,Real Estate,Housing,6,24,76,#ff91a2
289,775,2014,Real Estate,Housing,6,24,76,#ff91a2
290,776,2014,Real Estate,Housing,6,24,76,#ff91a2
291,251,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
292,252,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
293,253,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
294,254,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
295,255,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
296,256,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
297,257,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
298,258,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
299,259,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
300,260,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
301,261,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
302,262,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
303,263,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
304,264,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
305,265,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
306,266,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
307,267,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
308,268,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
309,269,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
310,270,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
311,271,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
312,272,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
313,273,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
314,274,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
315,275,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
316,276,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
317,277,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
318,278,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
319,279,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
320,280,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
321,281,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
322,282,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
323,283,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
324,284,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
325,285,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
326,286,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
327,287,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
328,288,2014,Rikers Mental Health,Homeland Security,6,38,38,#db97b0
329,1125,2014,Police,Homeland Security,6,43,190,#f0b8d2
330,1126,2014,Police,Homeland Security,6,43,190,#f0b8d2
331,1127,2014,Police,Homeland Security,6,43,190,#f0b8d2
332,1128,2014,Police,Homeland Security,6,43,190,#f0b8d2
333,1129,2014,Police,Homeland Security,6,43,190,#f0b8d2
334,1130,2014,Police,Homeland Security,6,43,190,#f0b8d2
335,1131,2014,Police,Homeland Security,6,43,190,#f0b8d2
336,1132,2014,Police,Homeland Security,6,43,190,#f0b8d2
337,1133,2014,Police,Homeland Security,6,43,190,#f0b8d2
338,1134,2014,Police,Homeland Security,6,43,190,#f0b8d2
339,1135,2014,Police,Homeland Security,6,43,190,#f0b8d2
340,1136,2014,Police,Homeland Security,6,43,190,#f0b8d2
341,1137,2014,Police,Homeland Security,6,43,190,#f0b8d2
342,1138,2014,Police,Homeland Security,6,43,190,#f0b8d2
343,1139,2014,Police,Homeland Security,6,43,190,#f0b8d2
344,1140,2014,Police,Homeland Security,6,43,190,#f0b8d2
345,1141,2014,Police,Homeland Security,6,43,190,#f0b8d2
346,1142,2014,Police,Homeland Security,6,43,190,#f0b8d2
347,1143,2014,Police,Homeland Security,6,43,190,#f0b8d2
348,1144,2014,Police,Homeland Security,6,43,190,#f0b8d2
349,1145,2014,Police,Homeland Security,6,43,190,#f0b8d2
350,1146,2014,Police,Homeland Security,6,43,190,#f0b8d2
351,1147,2014,Police,Homeland Security,6,43,190,#f0b8d2
352,1148,2014,Police,Homeland Security,6,43,190,#f0b8d2
353,1149,2014,Police,Homeland Security,6,43,190,#f0b8d2
354,1150,2014,Police,Homeland Security,6,43,190,#f0b8d2
355,1151,2014,Police,Homeland Security,6,43,190,#f0b8d2
356,1152,2014,Police,Homeland Security,6,43,190,#f0b8d2
357,1153,2014,Police,Homeland Security,6,43,190,#f0b8d2
358,1154,2014,Police,Homeland Security,6,43,190,#f0b8d2
359,1155,2014,Police,Homeland Security,6,43,190,#f0b8d2
360,1156,2014,Police,Homeland Security,6,43,190,#f0b8d2
361,1157,2014,Police,Homeland Security,6,43,190,#f0b8d2
362,1158,2014,Police,Homeland Security,6,43,190,#f0b8d2
363,1159,2014,Police,Homeland Security,6,43,190,#f0b8d2
364,1160,2014,Police,Homeland Security,6,43,190,#f0b8d2
365,1161,2014,Police,Homeland Security,6,43,190,#f0b8d2
366,1162,2014,Police,Homeland Security,6,43,190,#f0b8d2
367,1163,2014,Police,Homeland Security,6,43,190,#f0b8d2
368,1164,2014,Police,Homeland Security,6,43,190,#f0b8d2
369,1165,2014,Police,Homeland Security,6,43,190,#f0b8d2
370,1166,2014,Police,Homeland Security,6,43,190,#f0b8d2
371,1167,2014,Police,Homeland Security,6,43,190,#f0b8d2
372,693,2014,Housing,Housing,6,56,56,#6bd9b9
373,694,2014,Housing,Housing,6,56,56,#6bd9b9
374,695,2014,Housing,Housing,6,56,56,#6bd9b9
375,696,2014,Housing,Housing,6,56,56,#6bd9b9
376,697,2014,Housing,Housing,6,56,56,#6bd9b9
377,698,2014,Housing,Housing,6,56,56,#6bd9b9
378,699,2014,Housing,Housing,6,56,56,#6bd9b9
379,700,2014,Housing,Housing,6,56,56,#6bd9b9
380,701,2014,Housing,Housing,6,56,56,#6bd9b9
381,702,2014,Housing,Housing,6,56,56,#6bd9b9
